 ,Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,594.831,43.384,17.457,179.339,0.693,41.480,46,124,8.820,17.668,2.485,0.402,0.941
2,434.511,37.941,14.581,166.794,0.610,40.084,133,116,170.870,15.678,2.602,0.384,0.945
3,736.671,40.933,22.914,152.679,0.771,41.480,219,119,156.930,25.253,1.786,0.560,0.936
4,775.128,41.275,23.911,52.238,0.697,42.784,306,148,30.801,25.089,1.726,0.579,0.875
5,2116.619,92.882,29.015,142.928,0.579,90.185,366,114,142.322,29.885,3.201,0.312,0.946
6,314.147,30.352,13.178,159.327,0.718,30.356,569,111,155.225,13.632,2.303,0.434,0.947
7,392.059,36.298,13.752,162.865,0.580,36.749,650,114,157.380,16.296,2.639,0.379,0.828
8,1587.714,66.835,30.247,158.022,0.694,65.697,714,131,168.207,30.431,2.210,0.453,0.967
9,29.966,7.135,5.347,67.714,0.936,7.512,841,117,41.186,5.654,1.334,0.749,0.896
10,86.902,15.656,7.068,28.613,0.684,17.710,919,120,28.610,8.217,2.215,0.451,0.913
11,4152.329,109.940,48.089,145.688,0.651,112.322,954,125,145.510,48.900,2.286,0.437,0.973
12,247.721,21.819,14.456,52.291,0.889,22.348,1093,135,55.305,14.492,1.509,0.663,0.950
13,514.421,33.003,19.846,162.641,0.686,34.909,1164,114,148.241,23.576,1.663,0.601,0.924
14,189.786,19.656,12.294,133.977,0.830,20.543,1264,109,130.815,13.492,1.599,0.625,0.938
15,150.830,22.201,8.650,36.459,0.613,24.007,1346,131,42.614,9.682,2.566,0.390,0.915
16,49.444,9.627,6.540,154.704,0.834,10.787,1437,109,148.392,7.269,1.472,0.679,0.908
17,341.616,36.888,11.791,35.708,0.559,37.834,1507,138,32.800,13.811,3.128,0.320,0.869
18,139.843,19.351,9.201,98.513,0.712,18.711,1611,108,100.886,9.352,2.103,0.476,0.918
19,83.906,12.134,8.804,162.941,0.928,12.993,1692,111,157.620,9.187,1.378,0.726,0.941
20,267.199,27.493,12.374,174.807,0.671,29.284,1765,110,171.674,13.080,2.222,0.450,0.937
21,47.447,11.939,5.060,39.897,0.687,12.583,1864,121,38.157,6.076,2.359,0.424,0.841
22,51.942,8.500,7.780,72.987,0.839,9.612,1952,121,72.897,8.481,1.093,0.915,0.897
23,2184.043,63.404,43.858,0.493,0.661,70.565,1993,164,7.481,46.516,1.446,0.692,0.892
24,102.884,17.432,7.515,75.239,0.638,18.658,2124,132,65.376,8.348,2.320,0.431,0.896
25,158.322,18.916,10.657,157.674,0.814,19.406,2201,110,146.889,11.286,1.775,0.563,0.943
26,334.624,29.478,14.453,68.049,0.702,31.295,2291,148,64.592,15.404,2.040,0.490,0.949
27,594.831,29.797,25.417,24.639,0.852,32.631,2362,137,17.650,25.486,1.172,0.853,0.947
28,147.834,17.388,10.825,13.312,0.781,18.857,2457,116,12.995,12.014,1.606,0.623,0.924
29,756.149,35.881,26.832,138.071,0.818,38.740,2533,112,141.667,29.393,1.337,0.748,0.954
30,2571.607,76.873,42.593,69.947,0.769,78.346,2619,212,68.295,44.696,1.805,0.554,0.963
31,428.518,29.875,18.263,155.229,0.784,31.763,2705,111,159.146,20.488,1.636,0.611,0.946
32,736.671,40.110,23.385,14.072,0.619,45.014,2782,146,22.135,27.339,1.715,0.583,0.848
33,513.422,36.959,17.688,26.413,0.731,35.335,2878,141,36.870,17.529,2.090,0.479,0.944
34,1687.601,74.823,28.718,105.151,0.587,72.640,2964,108,107.554,35.379,2.605,0.384,0.889
35,577.850,32.639,22.542,141.955,0.817,35.109,3049,110,139.899,24.943,1.448,0.691,0.959
36,101.885,14.209,9.130,53.435,0.802,15.515,3147,127,59.931,10.430,1.556,0.643,0.923
37,544.887,44.361,15.639,121.403,0.618,43.040,3222,108,119.511,17.431,2.836,0.353,0.926
38,283.181,26.202,13.761,37.637,0.755,27.151,3314,138,51.340,14.112,1.904,0.525,0.945
39,437.008,33.793,16.465,139.012,0.715,35.208,3392,112,141.520,17.190,2.052,0.487,0.933
40,4397.553,81.754,68.488,131.887,0.772,85.164,3497,108,99.071,72.494,1.194,0.838,0.957
41,5544.263,116.330,60.682,170.227,0.536,132.126,501,195,8.303,77.866,1.917,0.522,0.806
42,593.333,35.408,21.335,129.493,0.768,37.748,51,404,128.157,22.387,1.660,0.603,0.954
43,374.579,29.701,16.058,153.555,0.634,33.223,91,404,150.709,18.275,1.850,0.541,0.869
44,668.748,36.805,23.135,122.121,0.835,36.749,146,404,112.620,23.180,1.591,0.629,0.961
45,454.489,27.088,21.363,174.321,0.873,28.637,182,426,15.751,21.785,1.268,0.789,0.959
46,373.080,25.556,18.587,31.178,0.681,30.421,229,427,30.735,21.488,1.375,0.727,0.895
47,634.286,35.763,22.582,65.226,0.741,39.272,280,453,59.744,24.652,1.584,0.631,0.953
48,375.078,28.757,16.607,135.977,0.783,30.347,317,412,152.241,16.990,1.732,0.577,0.949
49,227.744,27.437,10.569,21.854,0.636,27.841,363,421,23.962,11.378,2.596,0.385,0.921
50,190.286,24.774,9.779,171.850,0.608,25.918,408,408,168.996,10.811,2.533,0.395,0.923
51,303.159,23.756,16.249,14.548,0.818,24.532,454,419,11.634,16.435,1.462,0.684,0.945
52,372.581,23.719,20.000,39.578,0.831,25.066,499,432,21.501,21.175,1.186,0.843,0.949
53,168.311,25.945,8.260,155.245,0.599,25.618,544,407,155.556,8.533,3.141,0.318,0.918
54,399.551,28.313,17.968,63.549,0.737,30.050,590,441,41.186,20.418,1.576,0.635,0.945
55,287.177,24.690,14.809,134.339,0.794,25.165,638,409,141.843,16.043,1.667,0.600,0.927
56,251.717,21.937,14.610,155.374,0.757,23.756,680,414,157.249,15.741,1.502,0.666,0.935
57,33.962,8.212,5.265,61.876,0.858,9.050,737,414,51.340,5.811,1.560,0.641,0.907
58,115.870,16.831,8.765,178.748,0.760,17.794,773,408,173.157,9.187,1.920,0.521,0.924
59,403.546,27.321,18.806,72.339,0.750,29.138,829,442,67.166,19.107,1.453,0.688,0.955
60,57.935,10.960,6.730,47.975,0.848,11.591,870,417,52.431,7.496,1.628,0.614,0.910
61,91.897,15.488,7.554,48.774,0.689,17.108,914,423,51.710,8.622,2.050,0.488,0.906
62,812.086,43.082,24.000,178.149,0.692,48.891,931,430,4.145,25.924,1.795,0.557,0.942
63,161.818,19.212,10.724,179.647,0.717,21.083,996,411,13.570,11.307,1.791,0.558,0.938
64,316.644,34.642,11.638,138.667,0.622,34.658,1037,405,140.793,12.530,2.977,0.336,0.918
65,532.900,28.789,23.569,136.693,0.901,30.585,1089,405,130.314,24.486,1.221,0.819,0.968
66,232.239,21.656,13.654,176.521,0.827,21.919,1131,418,20.772,12.721,1.586,0.630,0.961
67,289.674,23.170,15.918,161.138,0.823,24.654,1175,407,152.700,17.067,1.456,0.687,0.945
68,87.402,11.851,9.390,111.289,0.943,12.642,1230,404,116.565,9.894,1.262,0.792,0.941
69,1041.828,49.177,26.974,170.213,0.729,49.369,1246,425,166.759,28.096,1.823,0.549,0.930
70,122.862,13.879,11.271,84.742,0.874,14.310,1319,421,57.095,11.307,1.231,0.812,0.935
71,392.059,26.270,19.002,79.220,0.826,29.138,1369,444,75.964,20.495,1.382,0.723,0.942
72,116.369,14.601,10.148,63.410,0.905,15.691,1453,423,54.162,10.601,1.439,0.695,0.955
73,445.998,25.827,21.987,11.187,0.859,27.050,1487,410,160.145,21.744,1.175,0.851,0.959
74,681.733,44.731,19.405,86.718,0.693,45.581,1544,468,82.875,20.213,2.305,0.434,0.960
75,556.874,36.749,19.294,154.466,0.768,38.057,1616,408,148.671,20.337,1.905,0.525,0.958
76,506.930,27.437,23.525,119.604,0.859,29.816,1670,406,121.430,24.020,1.166,0.857,0.946
77,217.755,22.305,12.430,141.696,0.825,22.933,1716,407,146.310,13.132,1.794,0.557,0.947
78,201.274,18.954,13.521,15.653,0.867,19.712,1761,422,14.534,14.134,1.402,0.713,0.952
79,165.314,20.329,10.354,153.387,0.793,20.604,1807,405,149.036,10.746,1.963,0.509,0.939
80,143.838,14.966,12.237,102.731,0.919,15.881,1859,404,110.854,12.721,1.223,0.818,0.940
81,198.776,21.609,11.712,164.549,0.808,22.626,1894,407,165.530,12.515,1.845,0.542,0.944
82,191.784,19.907,12.266,140.861,0.816,20.785,1942,405,144.689,12.936,1.623,0.616,0.935
83,144.837,18.504,9.966,16.432,0.771,19.302,1987,419,23.749,10.727,1.857,0.539,0.928
84,656.761,33.039,25.310,34.832,0.766,37.033,2032,448,48.094,26.404,1.305,0.766,0.960
85,92.396,16.832,6.989,10.034,0.679,18.169,2076,413,13.496,7.774,2.408,0.415,0.898
86,110.376,16.118,8.719,10.622,0.795,16.990,2122,415,16.928,9.187,1.849,0.541,0.932
87,106.380,18.878,7.175,2.986,0.663,17.878,2167,413,18.435,7.067,2.631,0.380,0.934
88,150.331,17.276,11.079,3.781,0.870,17.668,2212,407,163.740,11.294,1.559,0.641,0.945
89,160.320,19.905,10.255,45.191,0.808,20.212,2257,422,36.469,10.494,1.941,0.515,0.943
90,252.716,22.739,14.150,63.375,0.842,24.039,2305,435,65.695,14.854,1.607,0.622,0.953
91,136.846,18.194,9.577,32.188,0.800,19.029,2347,421,31.329,10.298,1.900,0.526,0.930
92,162.817,16.670,12.436,19.168,0.852,17.454,2393,422,31.759,12.958,1.341,0.746,0.946
93,110.376,15.350,9.156,14.740,0.859,16.146,2438,414,23.199,9.187,1.677,0.596,0.961
94,62.430,14.486,5.487,15.295,0.658,15.435,2483,411,15.945,6.257,2.640,0.379,0.909
95,102.385,13.890,9.385,16.480,0.866,14.569,2528,414,14.036,9.894,1.480,0.676,0.930
96,82.907,12.614,8.369,5.937,0.756,14.414,2573,409,11.310,9.187,1.507,0.663,0.910
97,212.761,18.309,14.796,86.365,0.881,19.225,2620,430,72.897,14.134,1.237,0.808,0.962
98,116.369,13.846,10.701,23.205,0.831,15.174,2664,419,27.759,11.378,1.294,0.773,0.919
99,118.367,14.243,10.581,35.833,0.806,15.691,2710,420,35.838,11.993,1.346,0.743,0.922
100,69.422,13.440,6.577,18.064,0.776,13.921,2754,414,23.962,7.258,2.044,0.489,0.911
101,124.860,13.750,11.562,143.298,0.963,14.706,2800,407,144.782,11.993,1.189,0.841,0.958
102,122.862,13.443,11.637,113.341,0.913,14.569,2848,404,112.834,11.993,1.155,0.866,0.934
103,85.404,11.338,9.590,134.340,0.922,12.159,2895,404,125.538,10.430,1.182,0.846,0.934
104,94.394,13.488,8.911,109.730,0.824,14.569,2937,404,112.834,9.482,1.514,0.661,0.929
105,66.425,12.440,6.798,134.578,0.852,13.031,2981,404,130.601,7.496,1.830,0.546,0.917
106,79.411,13.259,7.626,55.717,0.765,14.908,3027,422,58.570,8.495,1.739,0.575,0.898
107,70.920,12.788,7.061,62.128,0.773,13.575,3072,419,51.340,7.878,1.811,0.552,0.916
108,83.406,15.035,7.063,109.461,0.728,14.975,3118,404,109.290,7.480,2.129,0.470,0.903
109,58.434,12.044,6.177,117.222,0.738,13.334,3163,404,122.005,7.151,1.950,0.513,0.907
110,68.423,10.724,8.124,94.416,0.897,11.174,3211,419,71.565,7.774,1.320,0.758,0.935
111,101.885,16.842,7.703,95.373,0.740,17.325,3253,404,101.768,7.774,2.187,0.457,0.932
112,57.435,11.343,6.447,113.191,0.841,11.698,3299,404,115.017,6.953,1.760,0.568,0.909
113,50.943,8.753,7.410,102.824,0.926,9.214,3344,404,122.471,7.774,1.181,0.847,0.932
114,65.426,11.817,7.049,75.813,0.882,12.342,3389,420,66.371,7.067,1.676,0.597,0.946
115,31.964,7.733,5.263,121.195,0.958,8.626,3433,404,124.992,5.654,1.469,0.681,0.928
116,4057.935,107.690,47.978,30.938,0.650,116.718,3411,494,31.380,51.105,2.245,0.446,0.958
117,2842.302,73.238,49.413,147.172,0.802,73.772,710,542,156.873,49.925,1.482,0.675,0.970
118,3987.514,90.823,55.901,8.128,0.585,108.274,46,556,177.007,61.645,1.625,0.615,0.865
119,3074.042,94.496,41.420,16.866,0.687,91.614,208,567,11.570,41.168,2.281,0.438,0.951
120,4723.186,90.946,66.125,152.678,0.800,96.247,358,535,150.046,67.875,1.375,0.727,0.984
121,1937.820,72.991,33.803,176.268,0.677,70.830,564,548,167.905,35.335,2.159,0.463,0.931
122,2802.347,71.409,49.967,132.496,0.779,75.197,874,537,139.574,50.242,1.429,0.700,0.962
123,1005.868,66.093,19.377,17.974,0.507,64.963,961,554,14.490,23.464,3.411,0.293,0.915
124,1753.028,63.734,35.021,158.357,0.765,67.015,1062,534,152.354,35.087,1.820,0.549,0.970
125,2375.827,58.255,51.927,171.391,0.846,61.043,1162,575,20.323,52.780,1.122,0.891,0.970
126,1594.706,56.259,36.091,131.865,0.736,59.506,1266,531,127.278,39.221,1.559,0.642,0.943
127,1654.139,50.060,42.072,37.273,0.828,55.848,1369,591,51.680,41.354,1.190,0.840,0.971
128,153.328,19.356,10.086,177.138,0.763,20.113,1483,531,161.565,10.601,1.919,0.521,0.925
129,548.883,37.523,18.625,167.564,0.735,38.404,1568,538,167.242,19.711,2.015,0.496,0.959
130,30.965,6.687,5.896,105.253,1.000,7.276,1690,529,119.055,5.654,1.134,0.882,0.947
131,307.654,29.485,13.285,36.435,0.737,30.191,1773,553,32.574,13.796,2.219,0.451,0.948
132,115.870,12.605,11.704,112.115,0.932,13.649,1883,529,111.251,12.014,1.077,0.929,0.943
133,69.921,10.112,8.804,90.134,0.968,10.506,1984,529,109.654,8.481,1.148,0.871,0.946
134,585.841,30.663,24.327,21.331,0.766,33.929,2066,566,35.676,26.431,1.260,0.793,0.911
135,410.039,24.787,21.062,62.280,0.842,27.086,2173,566,74.876,22.150,1.177,0.850,0.942
136,393.557,24.531,20.427,158.845,0.879,26.062,2264,538,167.471,20.227,1.201,0.833,0.953
137,186.290,22.331,10.621,119.800,0.769,22.448,2373,529,118.179,11.172,2.102,0.476,0.934
138,188.788,22.078,10.887,164.269,0.693,21.954,2463,530,146.821,12.592,2.028,0.493,0.919
139,61.431,9.851,7.940,3.768,0.828,11.062,2569,536,26.565,8.481,1.241,0.806,0.921
140,35.960,7.512,6.095,0.027,0.958,8.242,2669,537,30.964,5.654,1.232,0.811,0.954
141,96.392,15.708,7.813,29.509,0.744,16.858,2762,543,33.024,8.533,2.011,0.497,0.923
142,527.407,33.111,20.281,167.308,0.837,33.959,2847,535,167.989,20.790,1.633,0.613,0.964
143,253.215,23.320,13.825,172.125,0.723,25.725,2951,534,164.055,14.841,1.687,0.593,0.942
144,193.782,23.875,10.334,39.201,0.667,25.608,3053,552,39.401,11.676,2.310,0.433,0.914
145,67.424,12.819,6.697,179.691,0.852,12.896,3156,532,170.538,6.360,1.914,0.522,0.944
146,42.452,11.653,4.638,8.360,0.725,11.655,3255,535,14.036,4.947,2.512,0.398,0.904
147,57.935,12.035,6.129,21.627,0.802,12.642,3353,537,26.565,6.953,1.964,0.509,0.921
148,9757.523,121.803,101.998,3.332,0.807,133.688,3365,578,2.424,105.553,1.194,0.837,0.969
149,2795.855,113.186,31.451,131.211,0.465,119.084,52,787,137.886,35.454,3.599,0.278,0.855
150,1054.813,49.439,27.166,0.698,0.589,61.520,127,791,1.975,29.682,1.820,0.549,0.921
151,69.921,10.206,8.723,4.103,0.968,10.764,277,794,23.199,8.481,1.170,0.855,0.946
152,339.618,25.521,16.944,39.724,0.841,26.462,325,812,34.114,17.890,1.506,0.664,0.950
153,2898.239,81.697,45.169,175.523,0.525,87.934,360,818,166.522,52.549,1.809,0.553,0.833
154,49.444,10.945,5.752,55.234,0.834,11.591,506,798,52.431,6.468,1.903,0.526,0.912
155,149.831,16.200,11.776,49.757,0.908,16.679,562,805,53.616,11.993,1.376,0.727,0.940
156,57.435,10.045,7.280,97.315,0.912,10.506,620,785,109.654,7.067,1.380,0.725,0.935
157,99.888,14.563,8.733,160.642,0.853,15.223,670,787,158.199,9.187,1.667,0.600,0.939
158,57.435,10.207,7.164,171.177,0.901,10.971,729,787,165.069,7.067,1.425,0.702,0.931
159,907.979,45.578,25.365,22.545,0.664,49.353,761,821,29.134,28.201,1.797,0.557,0.923
160,284.180,24.699,14.650,159.872,0.812,26.263,833,787,156.194,15.548,1.686,0.593,0.950
161,170.808,15.826,13.742,119.665,0.915,17.108,901,785,128.290,14.134,1.152,0.868,0.955
162,100.387,12.556,10.180,178.352,0.933,12.993,955,787,157.620,9.894,1.233,0.811,0.948
163,674.741,37.252,23.062,3.291,0.754,41.594,991,814,9.782,24.028,1.615,0.619,0.958
164,707.704,32.187,27.995,152.989,0.898,34.506,1056,792,145.008,28.268,1.150,0.870,0.972
165,388.063,38.142,12.954,19.364,0.599,36.891,1108,805,16.699,14.168,2.944,0.340,0.884
166,121.863,13.266,11.696,178.050,0.844,14.569,1180,794,157.166,12.014,1.134,0.882,0.944
167,55.937,11.669,6.103,130.753,0.819,12.503,1240,785,132.709,6.496,1.912,0.523,0.922
168,175.802,23.265,9.621,115.437,0.629,23.332,1351,787,125.134,10.215,2.418,0.414,0.878
169,124.860,13.627,11.667,75.531,0.944,14.222,1412,803,63.435,11.307,1.168,0.856,0.956
170,68.423,13.234,6.583,81.744,0.800,13.649,1469,803,68.749,6.360,2.010,0.497,0.948
171,32.463,8.129,5.085,126.692,0.920,8.626,1526,785,124.992,5.905,1.599,0.626,0.897
172,276.189,36.853,9.542,90.392,0.517,35.512,1583,835,84.289,9.894,3.862,0.259,0.922
173,119.366,16.438,9.246,105.524,0.754,17.383,1635,785,116.565,10.028,1.778,0.562,0.888
174,60.931,9.553,8.121,2.864,0.867,10.506,1692,796,19.654,8.481,1.176,0.850,0.910
175,298.664,28.260,13.456,137.962,0.724,29.411,1739,789,144.782,13.992,2.100,0.476,0.935
176,128.356,21.627,7.557,73.142,0.604,21.919,1808,814,69.228,8.045,2.862,0.349,0.923
177,107.379,13.583,10.066,106.767,0.863,14.222,1864,785,116.565,10.746,1.349,0.741,0.927
178,1162.692,47.685,31.045,173.157,0.548,58.401,1887,786,158.714,37.545,1.536,0.651,0.840
179,1021.850,43.971,29.589,163.591,0.713,49.394,2006,789,160.787,30.577,1.486,0.673,0.936
180,214.758,18.912,14.458,41.024,0.843,20.001,2141,804,32.005,15.401,1.308,0.764,0.922
181,262.205,28.754,11.611,131.138,0.598,31.239,2195,785,127.648,13.244,2.477,0.404,0.901
182,263.703,21.293,15.768,155.466,0.881,22.348,2252,787,145.305,16.174,1.350,0.741,0.958
183,112.374,12.701,11.265,130.955,0.867,14.310,2316,786,122.905,11.878,1.128,0.887,0.934
184,1319.516,47.707,35.216,173.703,0.843,48.681,2344,804,9.189,35.160,1.355,0.738,0.975
185,137.345,16.093,10.866,160.898,0.884,16.544,2424,789,160.017,11.307,1.481,0.675,0.950
186,174.304,16.549,13.411,159.237,0.943,17.383,2480,789,153.435,13.427,1.234,0.810,0.955
187,113.372,13.908,10.379,163.100,0.885,14.975,2538,791,160.710,11.307,1.340,0.746,0.927
188,355.101,22.503,20.092,31.589,0.851,24.856,2644,798,14.826,20.988,1.120,0.893,0.952
189,733.675,40.460,23.088,170.549,0.793,43.022,2688,796,165.735,24.028,1.752,0.571,0.958
190,1383.444,58.747,29.984,75.510,0.670,62.818,2770,870,72.992,32.523,1.959,0.510,0.916
191,121.363,14.390,10.738,76.860,0.802,15.803,2823,805,63.435,11.768,1.340,0.746,0.927
192,460.981,30.778,19.070,50.254,0.795,33.715,2876,825,56.976,20.056,1.614,0.620,0.951
193,337.620,29.207,14.718,24.601,0.641,30.446,2924,811,21.801,17.184,1.984,0.504,0.834
194,507.429,33.819,19.104,164.436,0.767,33.268,2978,797,167.735,20.027,1.770,0.565,0.942
195,402.547,24.949,20.543,21.358,0.900,26.301,3042,809,30.700,21.201,1.214,0.823,0.956
196,1035.835,47.573,27.723,78.841,0.695,53.416,3101,854,64.113,29.046,1.716,0.583,0.927
197,73.417,10.839,8.624,30.987,0.894,12.159,3163,797,35.538,9.187,1.257,0.796,0.919
198,112.374,17.016,8.409,27.340,0.751,17.710,3216,800,28.610,9.264,2.024,0.494,0.924
199,880.509,38.686,28.980,124.243,0.782,42.830,3260,792,142.374,30.687,1.335,0.749,0.941
200,107.879,13.112,10.475,44.569,0.883,14.706,3332,800,35.218,11.307,1.252,0.799,0.945
201,156.324,15.736,12.648,131.457,0.907,16.270,3387,787,145.620,12.993,1.244,0.804,0.936
202,257.710,22.480,14.597,128.691,0.780,23.914,3440,791,145.840,15.991,1.540,0.649,0.928
203,1903.359,75.814,31.965,162.960,0.667,79.114,46,1144,161.241,32.811,2.372,0.422,0.972
204,151.829,18.626,10.379,33.152,0.789,19.649,140,1151,37.694,11.694,1.795,0.557,0.925
205,110.376,18.623,7.546,123.142,0.664,19.406,194,1133,123.111,8.849,2.468,0.405,0.897
206,24.972,7.447,4.270,12.760,0.848,8.058,248,1139,15.255,4.917,1.744,0.573,0.862
207,164.315,23.219,9.010,177.739,0.675,23.149,289,1136,167.661,9.187,2.577,0.388,0.933
208,499.938,27.878,22.833,177.076,0.872,29.724,337,1137,161.996,23.904,1.221,0.819,0.958
209,57.935,9.699,7.605,56.451,0.936,10.192,455,1145,56.310,7.996,1.275,0.784,0.921
210,192.284,16.681,14.677,87.656,0.879,18.334,505,1157,62.447,14.841,1.136,0.880,0.937
211,350.106,32.087,13.892,40.354,0.571,34.215,544,1165,38.290,16.383,2.310,0.433,0.816
212,164.815,20.053,10.464,157.272,0.766,20.249,603,1135,150.751,11.135,1.916,0.522,0.930
213,430.016,29.976,18.265,149.983,0.743,30.585,653,1136,139.686,19.921,1.641,0.609,0.892
214,468.473,26.053,22.895,73.860,0.814,29.284,722,1133,98.326,24.456,1.138,0.879,0.946
215,330.129,26.000,16.167,136.548,0.729,27.877,753,1143,149.534,18.092,1.608,0.622,0.901
216,115.870,13.295,11.097,132.121,0.891,15.124,866,1133,127.405,11.307,1.198,0.835,0.949
217,54.439,9.426,7.353,178.694,0.880,10.290,917,1141,15.945,7.774,1.282,0.780,0.912
218,672.743,53.683,15.956,145.156,0.555,51.764,946,1137,147.829,16.611,3.364,0.297,0.902
219,276.689,26.566,13.261,29.032,0.644,28.144,1062,1157,28.496,15.001,2.003,0.499,0.875
220,116.369,24.087,6.151,39.661,0.507,24.735,1117,1155,36.870,6.996,3.916,0.255,0.883
221,463.479,29.781,19.816,54.917,0.684,32.738,1163,1164,32.661,22.259,1.503,0.665,0.875
222,540.891,41.551,16.574,27.526,0.562,44.919,1205,1160,24.146,19.666,2.507,0.399,0.905
223,48.445,11.115,5.550,15.333,0.671,12.642,1277,1143,26.565,6.342,2.003,0.499,0.855
224,219.253,17.754,15.724,110.553,0.770,20.249,1332,1134,119.249,16.254,1.129,0.886,0.911
225,115.370,18.385,7.990,23.449,0.629,19.636,1428,1149,30.256,9.798,2.301,0.435,0.897
226,164.315,19.210,10.891,0.473,0.788,20.237,1478,1140,167.905,11.895,1.764,0.567,0.909
227,598.327,41.846,18.205,154.726,0.667,42.408,1516,1138,156.425,18.331,2.299,0.435,0.948
228,82.907,15.109,6.987,130.707,0.749,15.564,1589,1133,129.472,7.496,2.162,0.462,0.917
229,54.439,13.085,5.297,139.177,0.729,13.031,1641,1133,130.601,5.850,2.470,0.405,0.869
230,346.610,25.450,17.340,52.066,0.794,28.029,1689,1167,56.310,18.490,1.468,0.681,0.946
231,121.863,13.999,11.084,177.428,0.913,14.569,1740,1138,165.964,11.307,1.263,0.792,0.935
232,381.071,39.837,12.179,0.271,0.584,39.183,1774,1142,172.747,12.014,3.271,0.306,0.964
233,437.508,32.982,16.890,140.466,0.775,33.358,1833,1139,143.616,17.418,1.953,0.512,0.951
234,79.910,10.982,9.265,19.489,0.906,12.014,1949,1144,28.072,9.894,1.185,0.844,0.912
235,522.912,32.540,20.461,124.245,0.822,31.888,2003,1133,102.804,19.788,1.590,0.629,0.952
236,239.231,22.527,13.522,128.171,0.671,24.583,2051,1133,108.435,16.317,1.666,0.600,0.865
237,44.450,9.542,5.931,121.605,0.834,10.434,2108,1133,118.301,6.637,1.609,0.622,0.886
238,155.825,18.991,10.447,137.708,0.785,19.800,2151,1138,145.176,11.494,1.818,0.550,0.927
239,54.439,12.135,5.712,178.739,0.806,12.200,2206,1136,169.992,5.654,2.125,0.471,0.932
240,239.231,34.927,8.721,43.930,0.475,35.652,2246,1165,39.369,9.994,4.005,0.250,0.828
241,118.367,15.178,9.930,145.260,0.887,15.691,2308,1135,144.162,10.430,1.529,0.654,0.939
